0.253551 0.00558004
0.260625 0.00656032
0.268301 0.00624966
0.275825 0.00597244
0.282831 0.00586010
0.290299 0.00587374
0.298014 0.00585353
0.305661 0.00581764
0.313016 0.00573340
0.3202 0.00567186
0.327394 0.00562598
0.334592 0.00557484
0.341788 0.00553273
0.348891 0.00549496
0.355903 0.00544592
0.362912 0.00539426
0.369915 0.00535384
0.376908 0.00531497
0.383848 0.00528035
0.39071 0.00523985
0.397536 0.00519680
0.404349 0.00515734
0.411146 0.00511900
0.417921 0.00508678
0.424635 0.00505762
0.431287 0.00502126
0.437919 0.00498106
0.444529 0.00494652
0.451115 0.00491430
0.457672 0.00488776
0.464179 0.00485957
0.47064 0.00482393
0.477077 0.00478793
0.483487 0.00475571
0.489866 0.00472631
0.496211 0.00469958
0.50252 0.00467527
0.508797 0.00464483
0.515045 0.00461275
0.52126 0.00458408
0.52744 0.00455696
0.533582 0.00453260
0.539695 0.00451237
0.545788 0.00448761
0.551854 0.00445895
0.557885 0.00443229
0.563876 0.00440718
0.569827 0.00438471
0.575737 0.00436523
0.58164 0.00434599
0.587536 0.00432182
0.593393 0.00429663
0.599208 0.00427348
0.60498 0.00425235
0.610706 0.00423232
0.616408 0.00421577
0.622117 0.00419638
0.627812 0.00417254
0.633463 0.00415060
0.639069 0.00413019
0.644626 0.00411164
0.650134 0.00409482
0.655639 0.00408003
0.661165 0.00406080
0.666665 0.00403827
0.672117 0.00401737
0.677519 0.00399749
0.682868 0.00397865
0.688165 0.00396194
0.693484 0.00394599
0.698837 0.00392586
0.704147 0.00390447
0.709405 0.00388462
0.714609 0.00386606
0.719757 0.00384853
0.724855 0.00383361
0.729999 0.00381842
0.73518 0.00379947
0.740306 0.00377997
0.745375 0.00376097
0.750386 0.00374232
0.755336 0.00372423
0.76026 0.00370815
0.765241 0.00369039
0.770246 0.00366873
0.775191 0.00364730
0.780073 0.00362686
0.784891 0.00360735
0.789645 0.00358894
0.794414 0.00357208
0.799254 0.00355217
0.804082 0.00352939
0.808843 0.00350784
0.813536 0.00348752
0.81816 0.00346825
0.822721 0.00345065
0.827366 0.00343175
0.832084 0.00340725
0.836729 0.00338189
0.841299 0.00335747
0.845793 0.00333376
0.85021 0.00331157
0.854677 0.00329071
0.859239 0.00326525
0.863766 0.00323673
0.868209 0.00320940
0.872568 0.00318297
0.87684 0.00315768
0.881165 0.00313327
0.885597 0.00310385
0.889995 0.00307041
0.894296 0.00303924
0.8985 0.00300853
0.902612 0.00298087
0.90685 0.00295188
0.911199 0.00291525
0.915436 0.00287726
0.919558 0.00284162
0.923564 0.00280747
0.92766 0.00277468
0.931889 0.00273342
0.936032 0.00268830
0.940034 0.00264554
0.943918 0.00260495
0.947957 0.00256257
0.952111 0.00250680
0.956082 0.00245421
0.959868 0.00239933
0.963806 0.00235326
0.967884 0.00227223
0.971729 0.00222319
0.97552 0.00212264
0.979458 0.00210713
0.983267 0.00190595
0.98706 0.00198545
0.990882 0.00156745
0.994678 0.00192653
0.99832 0.00064157
0.00133235 0.02493167
0.00576479 0.03001645
0.0127073 0.02026756
0.0207688 0.01410809
0.0291543 0.01106637
0.037672 0.00936549
0.0464094 0.00857280
0.0551576 0.00828257
0.0639069 0.00801978
0.0727041 0.00802153
0.081414 0.00794241
0.090183 0.00795180
0.098871 0.00797084
0.107395 0.00798717
0.116087 0.00798873
0.124618 0.00793374
0.132994 0.00786115
0.141535 0.00773330
0.149928 0.00760591
0.158135 0.00746602
0.166435 0.00732971
0.174718 0.00720041
0.182824 0.00706915
0.190865 0.00696119
0.198976 0.00684051
0.20712 0.00675036
0.215524 0.00650611
0.224086 0.00643923
0.231971 0.00640430
0.239768 0.00675185
0.246955 0.00584284
0.00133235 0.02485460
0.00576479 0.02982815
0.0127073 0.02003875
0.0207688 0.01384957
0.0291543 0.01082415
0.037672 0.00939209
0.0464094 0.00869387
0.0551576 0.00829751
0.0639069 0.00808460
0.0727041 0.00793214
0.081414 0.00787160
0.090183 0.00785722
0.098871 0.00791001
0.107395 0.00794023
0.116087 0.00796720
0.124618 0.00792067
0.132994 0.00786204
0.141535 0.00773704
0.149928 0.00761511
0.158135 0.00747355
0.166435 0.00733917
0.174718 0.00720756
0.182824 0.00707756
0.190865 0.00696806
0.198976 0.00684764
0.20712 0.00675726
0.215524 0.00651097
0.224086 0.00644649
0.231971 0.00640330
0.239768 0.00676581
0.246955 0.00584042
0.253478 0.00557894
0.260394 0.00656140
0.267845 0.00627174
0.275233 0.00599442
0.282135 0.00586316
0.289403 0.00588341
0.296942 0.00585564
0.304465 0.00583408
0.311708 0.00575638
0.318744 0.00568383
0.325783 0.00564252
0.332827 0.00559468
0.339871 0.00555115
0.346848 0.00551140
0.353736 0.00546967
0.360596 0.00542081
0.367453 0.00537600
0.3743 0.00533545
0.381124 0.00530379
0.38787 0.00526920
0.394554 0.00522444
0.401228 0.00518353
0.407888 0.00514680
0.41453 0.00511384
0.421133 0.00508446
0.427675 0.00505180
0.434175 0.00501265
0.440657 0.00497790
0.447118 0.00494579
0.453553 0.00491382
0.459952 0.00488996
0.466305 0.00486087
0.472621 0.00482739
0.478913 0.00479554
0.485178 0.00476441
0.491413 0.00473778
0.497615 0.00471439
0.503783 0.00469129
0.509921 0.00466158
0.51603 0.00463063
0.522108 0.00460319
0.528152 0.00457807
0.534159 0.00455512
0.54014 0.00453629
0.546102 0.00451203
0.552038 0.00448316
0.557939 0.00445774
0.563803 0.00443360
0.569628 0.00441152
0.575412 0.00439295
